"Monitor.ID","Latitude","Longitude","Datum","State.Name","Year","Arithmetic.Mean","Required.Day.Count"
"18-089-0006-88101-1",41.635952,-87.442017,"NAD83","Indiana",2003,14.570339,121
"18-089-0022-88101-1",41.606662,-87.304943,"NAD83","Indiana",2003,16.641593,121
"18-089-0026-88101-1",41.573282,-87.406579,"NAD83","Indiana",2003,17.340517,121
"18-089-0027-88101-1",41.546593,-87.426481,"WGS84","Indiana",2003,14.07807,121
"18-089-2004-88101-1",41.586386,-87.475543,"NAD83","Indiana",2003,14.57265,121
"18-089-2010-88101-1",41.678349,-87.508345,"WGS84","Indiana",2003,14.391304,121
"18-091-0011-88101-1",41.707212,-86.891216,"WGS84","Indiana",2003,12.757391,121
"18-091-0012-88101-1",41.602265,-86.730301,"WGS84","Indiana",2003,13.179661,121
"18-095-0009-88101-1",40.111975,-85.679952,"WGS84","Indiana",2003,14.516364,121
"18-097-0042-88101-1",39.6463,-86.248773,"WGS84","Indiana",2003,14.613793,121
"18-097-0043-88101-1",39.744993,-86.166464,"WGS84","Indiana",2003,17.247458,121
"18-097-0066-88101-1",39.76048,-86.108833,"WGS84","Indiana",2003,17.412613,121
"18-097-0078-88101-1",39.810833,-86.114444,"NAD83","Indiana",2003,15.493906,365
"18-097-0079-88101-1",39.89365,-86.04054,"WGS84","Indiana",2003,14.683898,121
"18-097-0081-88101-1",39.788903,-86.214628,"WGS84","Indiana",2003,16.233884,121
"18-097-0083-88101-1",39.774979,-86.12202,"WGS84","Indiana",2003,16.389076,121
"18-127-0020-88101-1",41.631427,-87.086977,"WGS84","Indiana",2003,13.121,121
"18-127-0024-88101-1",41.6175,-87.199167,"NAD83","Indiana",2003,12.898291,121
"18-141-0014-88101-1",41.66346,-86.207826,"WGS84","Indiana",2003,13.833621,121
"18-141-1008-88101-1",41.693659,-86.236673,"WGS84","Indiana",2003,13.839474,121
"18-141-2004-88101-1",41.694492,-86.287508,"WGS84","Indiana",2003,13.458261,121
"18-147-0009-88101-1",38.167523,-86.983214,"WGS84","Indiana",2003,14.566038,61
"18-157-0008-88101-1",40.431639,-86.8525,"WGS84","Indiana",2003,13.958974,121
"18-163-0006-88101-1",37.971727,-87.567236,"WGS84","Indiana",2003,15.121739,121
"18-163-0012-88101-1",38.021727,-87.569458,"WGS84","Indiana",2003,15.079091,121
"18-163-0016-88101-1",37.974436,-87.532289,"WGS84","Indiana",2003,15.121552,121
"18-167-0018-88101-1",39.485987,-87.401312,"NAD83","Indiana",2003,14.179279,121
"18-167-0023-88101-1",39.456238,-87.370553,"WGS84","Indiana",2003,13.244144,121
"19-033-0019-88101-1",43.161628,-93.208537,"WGS84","Iowa",2003,11.148276,121
"19-045-0021-88101-1",41.874999,-90.177574,"WGS84","Iowa",2003,12.435593,121
"19-063-0003-88101-1",43.397459,-94.817485,"WGS84","Iowa",2003,9.637607,121
"19-103-2001-88101-1",41.657232,-91.503478,"NAD83","Iowa",2003,11.775207,121
"19-113-0037-88101-1",42.00508,-91.6793,"WGS84","Iowa",2003,10.954318,365
"19-137-0002-88101-1",40.969112,-95.044951,"NAD83","Iowa",2003,9.527928,121
"19-139-0015-88101-1",41.400968,-91.067957,"WGS84","Iowa",2003,13.189167,121
"19-153-0030-88101-1",41.603159,-93.643118,"WGS84","Iowa",2003,10.419364,365
"19-153-2510-88101-1",41.603517,-93.7479,"WGS84","Iowa",2003,10.746018,121
"19-153-2520-88101-1",41.664711,-93.614385,"WGS84","Iowa",2003,10.747826,121
"19-155-0009-88101-1",41.264171,-95.896124,"WGS84","Iowa",2003,10.997521,121
"19-163-0015-88101-1",41.530011,-90.587611,"WGS84","Iowa",2003,12.033134,365
"19-163-0018-88101-1",41.550005,-90.600115,"NAD83","Iowa",2003,12.023077,121
"19-177-0005-88101-1",40.689196,-91.994618,"WGS84","Iowa",2003,10.914159,121
"19-193-0017-88101-1",42.517968,-96.387903,"WGS84","Iowa",2003,10.845763,121
"19-197-0004-88101-1",42.695391,-93.655976,"WGS84","Iowa",2003,10.598319,121
"20-091-0007-88101-1",38.974457,-94.687013,"WGS84","Kansas",2003,11.120755,121
"20-091-0008-88101-1",38.903618,-94.706904,"WGS84","Kansas",2003,11.143925,121
"20-091-0009-88101-1",38.863063,-94.769127,"WGS84","Kansas",2003,11.522222,121
"20-107-0002-88101-1",38.135882,-94.731988,"WGS84","Kansas",2003,11.066667,121
"20-173-0008-88101-1",37.659334,-97.297714,"WGS84","Kansas",2003,10.97094,121
"20-173-0009-88101-1",37.651114,-97.362212,"WGS84","Kansas",2003,11.14661,61
"20-173-0010-88101-1",37.702066,-97.314847,"WGS84","Kansas",2003,11.0625,121
"20-177-0010-88101-1",39.04,-95.691927,"WGS84","Kansas",2003,11.107563,121
"20-177-0011-88101-1",39.02139,-95.748594,"WGS84","Kansas",2003,11.105085,121
"20-191-0002-88101-1",37.47689,-97.366399,"WGS84","Kansas",2003,10.096552,121
"20-209-0021-88101-1",39.117219,-94.635605,"WGS84","Kansas",2003,14.422018,121
"20-209-0022-88101-1",39.046314,-94.694816,"WGS84","Kansas",2003,11.669492,121
"21-013-0002-88101-1",36.60843,-83.73694,"WGS84","Kentucky",2003,14.168966,61
"21-019-0017-88101-1",38.45934,-82.64041,"WGS84","Kentucky",2003,14.081818,121
"21-029-0006-88101-1",37.98629,-85.71192,"WGS84","Kentucky",2003,14.464348,121
"21-037-0003-88101-1",39.065617,-84.451885,"WGS84","Kentucky",2003,13.55,121
"21-043-0500-88101-1",38.23887,-82.9881,"WGS84","Kentucky",2003,11.482883,121
"21-067-0012-88101-1",38.06503,-84.49761,"WGS84","Kentucky",2003,13.93211,121
"21-073-0006-88101-1",38.219433,-84.83845,"WGS84","Kentucky",2003,13.039655,121
"21-093-0006-88101-1",37.705612,-85.852629,"WGS84","Kentucky",2003,13.2375,121
"21-111-0043-88101-1",38.23319,-85.81566,"WGS84","Kentucky",2003,15.753731,121
"21-111-0044-88101-1",38.19113,-85.77935,"WGS84","Kentucky",2003,15.265823,365
"21-111-0048-88101-1",38.24024,-85.73195,"WGS84","Kentucky",2003,15.773148,121
"21-111-0051-88101-1",38.06091,-85.89804,"WGS84","Kentucky",2003,15.101754,61
"21-117-0007-88101-1",39.0725,-84.525,"WGS84","Kentucky",2003,14.505607,121
"21-125-0004-88101-1",37.087311,-84.063264,"WGS84","Kentucky",2003,12.138182,61
"21-145-1004-88101-1",37.06636,-88.63774,"WGS84","Kentucky",2003,13.95,121
"21-151-0003-88101-1",37.738458,-84.284952,"WGS84","Kentucky",2003,12.921429,121
"21-193-0003-88101-1",37.28329,-83.20932,"WGS84","Kentucky",2003,13.231579,61
"21-195-0002-88101-1",37.4826,-82.53532,"WGS84","Kentucky",2003,13.1,121
"21-227-0007-88101-1",36.993375,-86.418323,"WGS84","Kentucky",2003,13.525234,121
"22-017-1002-88101-1",32.478486,-93.766012,"WGS84","Louisiana",2003,12.309167,121
"22-019-0009-88101-1",30.227798,-93.579965,"NAD83","Louisiana",2003,10.280165,121
"22-019-0010-88101-1",30.17735,-93.214668,"WGS84","Louisiana",2003,11.225455,121
"22-033-0009-88101-1",30.461981,-91.179219,"NAD83","Louisiana",2003,13.165363,365
"22-033-1001-88101-1",30.593978,-91.251943,"WGS84","Louisiana",2003,12.027451,61
"22-047-0005-88101-1",30.219101,-91.062552,"NAD83","Louisiana",2003,12.25514,121
"22-047-0009-88101-1",30.221255,-91.315418,"NAD83","Louisiana",2003,10.968333,121
"22-051-1001-88101-1",30.041238,-90.272826,"NAD83","Louisiana",2003,11.167816,365
"22-051-2001-88101-1",29.900314,-90.109836,"NAD83","Louisiana",2003,11.97377,61
"22-055-0005-88101-1",30.217701,-92.051511,"WGS84","Louisiana",2003,11.173554,121
"22-055-0006-88101-1",30.275033,-92.01732,"WGS84","Louisiana",2003,11.210924,121
"22-071-0010-88101-1",29.955704,-90.121733,"WGS84","Louisiana",2003,12.261864,121
"22-071-0012-88101-1",29.993519,-90.10155,"NAD83","Louisiana",2003,11.733427,365
"22-073-0004-88101-1",32.509959,-92.046196,"NAD83","Louisiana",2003,11.716667,121
"22-087-0004-88101-1",29.939614,-89.923883,"NAD83","Louisiana",2003,10.302609,121
"22-105-0001-88101-1",30.503287,-90.377212,"NAD83","Louisiana",2003,10.795763,121
"22-109-0001-88101-1",29.679301,-90.779731,"NAD83","Louisiana",2003,10.865,121
"22-121-0001-88101-1",30.500642,-91.213556,"NAD83","Louisiana",2003,13.0571,365
"24-003-0014-88101-1",38.9025,-76.653056,"WGS84","Maryland",2003,11.359804,121
"24-003-0019-88101-1",39.101111,-76.729444,"WGS84","Maryland",2003,12.128571,121
"24-003-1003-88101-1",39.169533,-76.627933,"WGS84","Maryland",2003,14.775214,121
"24-003-2002-88101-1",39.158911,-76.511025,"NAD83","Maryland",2003,13.642342,121
"24-005-1007-88101-1",39.460478,-76.633543,"NAD83","Maryland",2003,13.501695,121
"24-005-3001-88101-1",39.310833,-76.474444,"WGS84","Maryland",2003,15.04,365
"24-031-3001-88101-1",39.114313,-77.106876,"WGS84","Maryland",2003,12.004425,121
"24-033-0002-88101-1",39.02,-76.827778,"WGS84","Maryland",2003,11.542735,121
"24-033-8003-88101-1",38.81194,-76.74417,"WGS84","Maryland",2003,12.654369,121
"24-043-0009-88101-1",39.564178,-77.720244,"WGS84","Maryland",2003,13.045378,121
"24-510-0006-88101-1",39.340556,-76.582222,"WGS84","Maryland",2003,13.454,121
"24-510-0007-88101-1",39.34465,-76.68538,"WGS84","Maryland",2003,15.110619,121
"24-510-0008-88101-1",39.28777,-76.546861,"WGS84","Maryland",2003,14.483333,121
"24-510-0040-88101-1",39.297733,-76.604603,"WGS84","Maryland",2003,16.815341,365
"24-510-0049-88101-1",39.261667,-76.6375,"WGS84","Maryland",2003,15.40614,121
"25-003-5001-88101-1",42.448009,-73.254108,"WGS84","Massachusetts",2003,11.058,121
"25-005-1004-88101-1",41.685707,-71.169235,"WGS84","Massachusetts",2003,10.211957,121
"25-009-5005-88101-1",42.770837,-71.10229,"WGS84","Massachusetts",2003,9.002128,61
"25-013-0008-88101-1",42.19438,-72.555112,"WGS84","Massachusetts",2003,10.345221,365
"25-013-0016-88101-1",42.108992,-72.590803,"WGS84","Massachusetts",2003,13.004377,365
"25-023-0004-88101-1",42.081936,-71.014739,"WGS84","Massachusetts",2003,9.856757,121
"25-025-0002-88101-1",42.348873,-71.097163,"WGS84","Massachusetts",2003,12.868041,121
"25-025-0027-88101-1",42.372122,-71.061741,"WGS84","Massachusetts",2003,12.332632,365
"25-025-0043-88101-1",42.3631,-71.0543,"WGS84","Massachusetts",2003,13.419811,121
"26-005-0003-88101-1",42.767786,-86.148577,"WGS84","Michigan",2003,12.368571,365
"26-017-0014-88101-1",43.571391,-83.890721,"WGS84","Michigan",2003,10.904425,121
"26-021-0014-88101-1",42.19779,-86.309694,"WGS84","Michigan",2003,12.5,121
"26-033-0901-88101-1",46.493633,-84.364207,"WGS84","Michigan",2003,8.61982,121
"26-033-0902-88101-1",46.481689,-84.331705,"WGS84","Michigan",2003,8.100885,121
"26-049-0021-88101-1",43.047224,-83.670159,"WGS84","Michigan",2003,12.007563,121
"26-065-0012-88101-1",42.738618,-84.534633,"WGS84","Michigan",2003,12.969912,121
"26-077-0008-88101-1",42.278067,-85.54189,"WGS84","Michigan",2003,13.965179,121
"26-081-0020-88101-1",42.984173,-85.671339,"WGS84","Michigan",2003,13.496919,365
"26-099-0009-88101-1",42.731394,-82.793463,"WGS84","Michigan",2003,12.835652,121
"26-115-0005-88101-1",41.763936,-83.471878,"WGS84","Michigan",2003,13.740171,121
"26-121-0040-88101-1",43.233061,-86.23858,"WGS84","Michigan",2003,11.861345,121
"26-125-0001-88101-1",42.463063,-83.183199,"WGS84","Michigan",2003,14.571552,121
"26-139-0005-88101-1",42.894451,-85.852734,"WGS84","Michigan",2003,12.664167,121
"26-145-0018-88101-1",43.508358,-83.968032,"WGS84","Michigan",2003,10.6,121
"26-147-0005-88101-1",42.953336,-82.456229,"WGS84","Michigan",2003,14.035135,121
"26-161-0005-88101-1",42.293927,-83.711051,"WGS84","Michigan",2003,13.13619,121
"26-161-0008-88101-1",42.240565,-83.599602,"WGS84","Michigan",2003,14.59115,121
"26-163-0001-88101-1",42.22862,-83.2082,"WGS84","Michigan",2003,15.205521,365
"26-163-0015-88101-1",42.302786,-83.10653,"WGS84","Michigan",2003,16.631532,121
"26-163-0016-88101-1",42.357808,-83.096033,"WGS84","Michigan",2003,15.868196,365
"26-163-0019-88101-1",42.43084,-83.000138,"WGS84","Michigan",2003,14.588793,121
"26-163-0025-88101-1",42.423063,-83.426263,"WGS84","Michigan",2003,14.146903,121
"26-163-0033-88101-1",42.306674,-83.148754,"WGS84","Michigan",2003,19.153153,121
"26-163-0036-88101-1",42.187289,-83.153905,"WGS84","Michigan",2003,16.115094,121
"27-021-0001-88101-1",47.159942,-94.150987,"WGS84","Minnesota",2003,5.654902,61
"27-037-0470-88101-1",44.73846,-93.23725,"WGS84","Minnesota",2003,9.376316,121
"27-037-6018-88101-1",44.749967,-92.887985,"WGS84","Minnesota",2003,9.025,121
"27-053-0050-88101-1",45.001229,-93.267117,"WGS84","Minnesota",2003,10.322807,61
"27-053-0961-88101-1",44.87551,-93.25892,"WGS84","Minnesota",2003,9.500862,121
"27-053-0963-88101-1",44.95366,-93.25821,"WGS84","Minnesota",2003,10.154464,121
"27-053-0964-88101-1",44.888551,-93.195377,"WGS84","Minnesota",2003,10.040984,61
"27-053-0965-88101-1",45.004478,-93.240046,"WGS84","Minnesota",2003,9.858333,61
"27-053-1007-88101-1",45.03972,-93.29874,"WGS84","Minnesota",2003,10.060177,121
"27-053-2006-88101-1",44.94805,-93.34315,"WGS84","Minnesota",2003,9.336283,121
"27-095-3051-88101-1",46.2053,-93.75945,"NAD83","Minnesota",2003,6.918519,121
"27-109-5008-88101-1",43.996908,-92.450366,"WGS84","Minnesota",2003,10.184906,121
"27-123-0866-88101-1",44.89926,-93.01708,"WGS84","Minnesota",2003,12.017857,121
"27-123-0868-88101-1",44.95072,-93.09827,"WGS84","Minnesota",2003,11.764865,121
"27-123-0871-88101-1",44.95939,-93.03587,"WGS84","Minnesota",2003,10.27265,121
"27-123-0872-88101-1",44.931073,-93.156253,"WGS84","Minnesota",2003,9.547826,121
"27-137-7001-88101-1",47.523355,-92.536305,"NAD83","Minnesota",2003,6.410619,61
"27-137-7550-88101-1",46.81826,-92.08936,"WGS84","Minnesota",2003,6.816379,121
"27-137-7551-88101-1",46.76643,-92.13354,"WGS84","Minnesota",2003,8.285,121
"27-139-0505-88101-1",44.791437,-93.512534,"NAD83","Minnesota",2003,9.118103,121
"27-145-3052-88101-1",45.549839,-94.13345,"WGS84","Minnesota",2003,8.942609,121
"28-001-0004-88101-1",31.560752,-91.390405,"WGS84","Mississippi",2003,11.331522,121
"28-011-0001-88101-1",33.746056,-90.723028,"WGS84","Mississippi",2003,13.016,121
"28-033-0002-88101-1",34.82166,-89.98783,"WGS84","Mississippi",2003,12.401818,121
"28-035-0004-88101-1",31.323639,-89.287167,"WGS84","Mississippi",2003,13.601754,121
"28-045-0001-88101-1",30.230363,-89.567498,"WGS84","Mississippi",2003,10.552632,121
"28-047-0008-88101-1",30.390369,-89.049778,"WGS84","Mississippi",2003,11.973684,121
"28-059-0006-88101-1",30.378287,-88.53393,"WGS84","Mississippi",2003,11.884112,121
"28-067-0002-88101-1",31.688638,-89.135115,"WGS84","Mississippi",2003,15.057143,121
"28-081-0005-88101-1",34.264917,-88.766222,"WGS84","Mississippi",2003,12.572566,121
"28-087-0001-88101-1",33.491121,-88.418567,"WGS84","Mississippi",2003,13.361165,121
"28-109-0001-88101-1",30.5295,-89.691056,"WGS84","Mississippi",2003,12.144248,121
"28-121-0001-88101-1",32.275528,-90.132528,"WGS84","Mississippi",2003,13.498,121
"28-123-0001-88101-1",32.32,-89.666667,"WGS84","Mississippi",2003,12.246392,121
"29-019-0004-88101-1",38.956431,-92.321834,"WGS84","Missouri",2003,12.506957,121
"29-021-0010-88101-1",39.755305,-94.845807,"WGS84","Missouri",2003,11.892562,121
"29-039-0001-88101-1",37.70097,-94.03474,"NAD83","Missouri",2003,11.382609,121
"29-047-0005-88101-1",39.303174,-94.377014,"NAD83","Missouri",2003,11.702542,121
"29-047-0026-88101-1",39.148647,-94.56524,"WGS84","Missouri",2003,12.75678,121
"29-077-0032-88101-1",37.199541,-93.284874,"WGS84","Missouri",2003,11.72521,121
"29-095-0041-88101-1",39.109296,-94.441061,"WGS84","Missouri",2003,11.818803,121
"29-097-0003-88101-1",37.198286,-94.317246,"WGS84","Missouri",2003,13.462393,121
"29-099-0012-88101-1",38.43783,-90.361492,"WGS84","Missouri",2003,13.970115,365
"29-125-0001-88101-1",38.274083,-91.701611,"WGS84","Missouri",2003,11.02,121
"29-129-0001-88101-1",40.56,-93.418333,"WGS84","Missouri",2003,10.600885,121
"29-137-0001-88101-1",39.474976,-91.788991,"WGS84","Missouri",2003,11.379167,121
"29-183-1002-88101-1",38.872546,-90.226488,"WGS84","Missouri",2003,14.048333,121
"29-186-0006-88101-1",37.982225,-90.052547,"WGS84","Missouri",2003,13.634483,121
"29-189-0004-88101-1",38.53278,-90.38243,"WGS84","Missouri",2003,12.985345,121
"29-189-2003-88101-1",38.649771,-90.350659,"WGS84","Missouri",2003,13.591092,365
"29-510-0007-88101-1",38.542551,-90.263711,"WGS84","Missouri",2003,14.38661,365
"29-510-0085-88101-1",38.656429,-90.198348,"NAD83","Missouri",2003,14.103591,365
"29-510-0086-88101-1",38.673221,-90.239166,"WGS84","Missouri",2003,13.467324,365
"29-510-0087-88101-1",38.642857,-90.185059,"WGS84","Missouri",2003,14.648442,365
"30-013-1026-88101-1",47.50218,-111.279698,"WGS84","Montana",2003,7.826263,121
"30-047-0013-88101-1",47.526878,-114.101502,"WGS84","Montana",2003,10.019492,121
"30-047-0028-88101-1",47.692161,-114.163172,"WGS84","Montana",2003,11.951695,121
"30-087-0307-88101-1",45.623325,-106.668643,"WGS84","Montana",2003,7.224742,121
"30-089-0007-88101-1",47.594395,-115.323746,"WGS84","Montana",2003,7.446809,121
"31-025-0002-88101-1",40.865557,-96.146955,"WGS84","Nebraska",2003,10.617347,121
"31-055-0019-88101-1",41.247486,-95.973142,"WGS84","Nebraska",2003,9.996839,365
"31-055-0051-88101-1",41.386108,-96.116128,"WGS84","Nebraska",2003,10.473554,121
"31-055-0052-88101-1",41.197847,-96.056686,"WGS84","Nebraska",2003,10.336257,365
"31-079-0003-88101-1",40.925012,-98.339784,"WGS84","Nebraska",2003,8.976577,121
"31-109-0022-88101-1",40.812591,-96.683314,"WGS84","Nebraska",2003,9.250926,121
"31-157-0003-88101-1",41.864967,-103.664943,"WGS84","Nebraska",2003,6.125234,121
"32-003-0022-88101-1",36.39103,-114.907429,"NAD83","Nevada",2003,4.231667,61
"32-003-0298-88101-1",36.048705,-115.052942,"NAD83","Nevada",2003,6.222124,121
"32-003-0560-88101-1",36.158582,-115.111666,"WGS84","Nevada",2003,10.604857,365
"32-003-1019-88101-1",35.785665,-115.357087,"NAD83","Nevada",2003,3.716522,121
"32-003-2002-88101-1",36.191251,-115.122953,"NAD83","Nevada",2003,9.533051,121
"32-031-0016-88101-1",39.525083,-119.807717,"WGS84","Nevada",2003,7.33719,121
"33-001-2004-88101-1",43.566122,-71.496335,"NAD83","New Hampshire",2003,7.338333,61
"33-005-0007-88101-1",42.930521,-72.272332,"NAD83","New Hampshire",2003,12,61
"33-007-0014-88101-1",44.471169,-71.166188,"WGS84","New Hampshire",2003,9.806612,121
"33-009-0008-88101-1",44.083954,-72.009533,"WGS84","New Hampshire",2003,7.650847,61
"33-011-0020-88101-1",42.995778,-71.462528,"WGS84","New Hampshire",2003,10.291228,121
"33-011-1010-88101-1",42.702034,-71.444509,"WGS84","New Hampshire",2003,9.738983,121
"33-011-5001-88101-1",42.86183,-71.878626,"NAD83","New Hampshire",2003,6.563934,61
"33-013-0003-88101-1",43.205914,-71.537572,"WGS84","New Hampshire",2003,9.261345,121
"33-015-0014-88101-1",43.075371,-70.748017,"NAD83","New Hampshire",2003,9.607627,121
"33-019-0003-88101-1",43.364518,-72.337867,"WGS84","New Hampshire",2003,10.471186,61
"34-001-1006-88101-1",39.36326,-74.431,"WGS84","New Jersey",2003,12.087129,121
"34-003-0003-88101-1",40.852256,-73.973314,"WGS84","New Jersey",2003,13.337615,121
"34-015-5001-88101-1",39.82572,-75.28939,"WGS84","New Jersey",2003,13.601786,121
"34-017-1003-88101-1",40.725413,-74.052293,"NAD83","New Jersey",2003,14.811927,121
"34-021-0008-88101-1",40.222411,-74.763167,"WGS84","New Jersey",2003,13.407895,121
"34-021-8001-88101-1",40.31239,-74.87266,"WGS84","New Jersey",2003,12.183654,121
"34-023-0006-88101-1",40.472825,-74.422403,"WGS84","New Jersey",2003,12.908108,121
"34-027-0004-88101-1",40.801211,-74.483433,"WGS84","New Jersey",2003,12.155046,121
"34-027-3001-88101-1",40.787628,-74.676301,"WGS84","New Jersey",2003,10.771171,121
"34-029-2002-88101-1",39.994908,-74.170447,"NAD83","New Jersey",2003,11.641071,121
"34-031-0005-88101-1",40.918381,-74.168092,"WGS84","New Jersey",2003,13.260909,121
"34-039-0004-88101-1",40.64144,-74.208365,"WGS84","New Jersey",2003,15.955591,365
"34-039-0006-88101-1",40.673406,-74.213889,"WGS84","New Jersey",2003,13.97027,121
"34-039-2003-88101-1",40.603943,-74.276174,"WGS84","New Jersey",2003,13.241284,121
"34-041-0006-88101-1",40.699207,-75.180525,"WGS84","New Jersey",2003,13.515455,121
"35-001-0023-88101-1",35.1343,-106.5852,"WGS84","New Mexico",2003,6.913372,365
"35-001-0024-88101-1",35.0631,-106.578785,"WGS84","New Mexico",2003,6.908065,365
"35-001-9013-88101-1",34.9031,-106.7,"WGS84","New Mexico",2003,11.491837,61
"35-005-0005-88101-1",33.397043,-104.524135,"WGS84","New Mexico",2003,6.825,121
"35-013-0017-88101-1",31.79594,-106.558044,"WGS84","New Mexico",2003,11.253913,121
"35-013-0025-88101-1",32.322037,-106.768337,"WGS84","New Mexico",2003,6.932407,121
"35-017-1002-88101-1",32.784519,-108.272271,"WGS84","New Mexico",2003,6.379348,121
"35-025-0007-88101-1",32.724832,-103.129097,"WGS84","New Mexico",2003,7.067568,121
"35-043-1003-88101-1",35.238098,-106.650026,"WGS84","New Mexico",2003,5.249587,121
"35-043-9004-88101-1",35.615306,-106.725034,"WGS84","New Mexico",2003,10.622951,61
"35-043-9011-88101-1",35.5064,-106.7222,"WGS84","New Mexico",2003,9.441071,61
"35-045-0006-88101-1",36.727503,-108.221463,"WGS84","New Mexico",2003,6.696639,121
"35-049-0020-88101-1",35.671142,-105.954188,"WGS84","New Mexico",2003,5.199167,121
"36-001-0005-88101-1",42.64225,-73.75464,"WGS84","New York",2003,12.242593,121
"36-005-0080-88101-1",40.83606,-73.92009,"WGS84","New York",2003,15.72087,121
"36-005-0083-88101-1",40.86585,-73.88083,"WGS84","New York",2003,13.407563,121
"36-005-0110-88101-1",40.816,-73.902,"WGS84","New York",2003,14.842988,121
"36-013-0011-88101-1",42.29071,-79.58961,"WGS84","New York",2003,9.632039,121
"36-029-0005-88101-1",42.876907,-78.809526,"WGS84","New York",2003,13.966337,121
"36-029-1007-88101-1",42.8273,-78.84984,"WGS84","New York",2003,12.325714,121
"36-047-0122-88101-1",40.71961,-73.94771,"WGS84","New York",2003,14.759259,121
"36-055-6001-88101-1",43.161062,-77.603293,"WGS84","New York",2003,11.153211,121
"36-059-0008-88101-1",40.63103,-73.73388,"WGS84","New York",2003,12.370796,121
"36-061-0062-88101-1",40.720622,-74.003674,"WGS84","New York",2003,15.769748,121
"36-061-0079-88101-1",40.7997,-73.93432,"WGS84","New York",2003,14.494958,121
"36-063-2008-88101-1",43.08218,-79.00106,"WGS84","New York",2003,11.729245,121
"36-067-1015-88101-1",43.05235,-76.05921,"WGS84","New York",2003,9.784848,72
"36-071-0002-88101-1",41.49916,-74.00885,"WGS84","New York",2003,11.841071,121
"36-081-0124-88101-1",40.73614,-73.82153,"WGS84","New York",2003,13.505505,365
"36-089-3001-88101-1",44.67811,-74.95151,"WGS84","New York",2003,7.641667,121
"36-101-0003-88101-1",42.09142,-77.20978,"WGS84","New York",2003,9.260952,365
"36-103-0001-88101-1",40.745932,-73.419845,"WGS84","New York",2003,11.781818,121
"36-119-1002-88101-1",40.93149,-73.76575,"WGS84","New York",2003,12.136752,121
"37-001-0002-88101-1",36.089004,-79.407821,"NAD83","North Carolina",2003,13.837719,121
"37-021-0034-88101-1",35.6062,-82.5844,"NAD83","North Carolina",2003,12.517391,121
"37-025-0004-88101-1",35.507083,-80.617845,"WGS84","North Carolina",2003,14.609917,121
"37-033-0001-88101-1",36.307033,-79.467417,"WGS84","North Carolina",2003,12.882353,121
"37-035-0004-88101-1",35.728889,-81.365556,"WGS84","North Carolina",2003,15.087719,121
"37-037-0004-88101-1",35.757222,-79.159722,"WGS84","North Carolina",2003,11.556522,121
"37-051-0009-88101-1",35.041416,-78.953112,"WGS84","North Carolina",2003,13.435088,121
"37-057-0002-88101-1",35.8145,-80.2627,"NAD83","North Carolina",2003,15.264407,121
"37-061-0002-88101-1",34.954823,-77.960781,"WGS84","North Carolina",2003,10.858261,121
"37-063-0001-88101-1",35.991944,-78.896389,"WGS84","North Carolina",2003,13.642813,365
"37-067-0022-88101-1",36.110693,-80.226438,"WGS84","North Carolina",2003,13.929096,365
"37-067-0024-88101-1",36.171527,-80.281717,"WGS84","North Carolina",2003,13.460185,121
"37-071-0016-88101-1",35.253056,-81.153333,"WGS84","North Carolina",2003,13.822807,121
"37-081-0013-88101-1",36.109006,-79.802314,"NAD83","North Carolina",2003,13.350286,365
"37-087-0010-88101-1",35.489167,-82.9875,"WGS84","North Carolina",2003,12.700877,121
"37-099-0006-88101-1",35.466767,-83.277928,"WGS84","North Carolina",2003,11.767797,121
"37-107-0004-88101-1",35.231459,-77.568792,"WGS84","North Carolina",2003,10.902542,121
"37-111-0004-88101-1",35.687406,-81.993808,"WGS84","North Carolina",2003,12.92,121
"37-119-0010-88101-1",35.22542,-80.882572,"WGS84","North Carolina",2003,14.641011,365
"37-119-0041-88101-1",35.2401,-80.785683,"WGS84","North Carolina",2003,13.790028,365
"37-119-0042-88101-1",35.151283,-80.866983,"WGS84","North Carolina",2003,14.017647,121
"37-121-0001-88101-1",35.915278,-82.073333,"WGS84","North Carolina",2003,12.106087,121
"37-123-0001-88101-1",35.263165,-79.836636,"NAD83","North Carolina",2003,11.355172,121
"37-129-0002-88101-1",34.364167,-77.838611,"WGS84","North Carolina",2003,9.226667,121
"37-133-0005-88101-1",34.772828,-77.42796,"WGS84","North Carolina",2003,10.747458,121
"37-135-0007-88101-1",35.901944,-79.056667,"WGS84","North Carolina",2003,12.907018,121
"37-147-0005-88101-1",35.594328,-77.385798,"WGS84","North Carolina",2003,12.122523,121
"37-155-0005-88101-1",34.645,-78.99028,"WGS84","North Carolina",2003,12.566957,121
"37-173-0002-88101-1",35.434767,-83.442133,"WGS84","North Carolina",2003,12.480342,121
"37-183-0014-88101-1",35.856111,-78.574167,"WGS84","North Carolina",2003,13.681105,365
"37-183-0015-88101-1",35.790023,-78.619723,"WGS84","North Carolina",2003,12.789831,121
"37-189-0003-88101-1",36.221944,-81.663056,"WGS84","North Carolina",2003,11.239474,121
"37-191-0005-88101-1",35.369214,-77.993893,"WGS84","North Carolina",2003,12.99823,121
"38-007-0002-88101-1",46.8943,-103.37853,"WGS84","North Dakota",2003,5.29661,61
"38-013-0002-88101-1",48.9904,-102.7815,"WGS84","North Dakota",2003,6.673333,61
